IDOE_SCHOOL_ID,SCHOOL_NAME,PRINCIPAL_TITLE,PRINCIPAL_FIRST_NAME,PRINCIPAL_LAST_NAME,PRINCIPAL_EMAIL,ADDRESS,CITY,STATE,ZIP,COUNTY_NAME,PHONE,FAX,LOW_GRADE,HIGH_GRADE,SCHOOL_HOMEPAGE,lon,lat,coord,type
6375,Neil Armstrong Elementary School,NA,Nichole,Moore,nichole.moore@mooresvilleschools.org,1000 Rd 144,Mooresville,IN,46158,Morgan,(317) 831-9210,(317) 831-9230,PK,06,http://mooresvilleschools.org,-86.409925,39.5562402,39.5562402+-86.409925,p
6381,Newby Memorial Elementary School,NA,Robert,Adamson,rob.adamson@mooresvilleschools.org,240 N Monroe St,Mooresville,IN,46158,Morgan,(317) 831-9212,(317) 831-9234,PK,06,http://mooresvilleschools.org,-86.3810019,39.6147414,39.6147414+-86.3810019,p
6385,North Madison Elementary School,NA,Lisa,Guthrie,lisa.guthrie@mooresvilleschools.org,7456 E Hadley Rd,Camby,IN,46113,Morgan,(317) 831-9214,(317) 831-9238,KG,06,http://mooresvilleschools.org,-86.2890917,39.6118458,39.6118458+-86.2890917,p
6387,Northwood Elementary School,NA,Erin,Bechtold,erin.bechtold@mooresvilleschools.org,630 N Indiana St,Mooresville,IN,46158,Morgan,(317) 831-9216,(317) 831-9233,KG,06,http://mooresvilleschools.org,-86.3766308,39.6206307,39.6206307+-86.3766308,p
6393,Waverly Elementary School,NA,Warren,DuBois,warren.dubois@mooresvilleschools.org,8525 Waverly Rd,Martinsville,IN,46151,Morgan,(317) 831-9218,(317) 831-9235,PK,06,http://mooresvilleschools.org,-86.268519,39.5537538,39.5537538+-86.268519,p
6397,Morocco Elementary School,NA,Susan,Norris,snorris@nn.k12.in.us,310 S Lincoln,Morocco,IN,47963,Newton,(219) 285-2258,(219) 285-6429,KG,06,http://www.nn.k12.in.us,-87.4524242,40.9434975,40.9434975+-87.4524242,p
6405,Lake Village Elementary School,NA,Stacey,Schwuchow,sschwuchow@nn.k12.in.us,3281 W 950 N,Lake Village,IN,46349,Newton,(219) 992-3311,(219) 992-2404,KG,06,http://www.nn.k12.in.us,-87.454668,41.136774,41.136774+-87.454668,p
6409,Lincoln Elementary School,NA,Toni,Blaszczyk,tblaszczyk@nn.k12.in.us,10280 N 450 E,Demotte,IN,46310,Newton,(219) 345-3458,(219) 345-3488,KG,06,http://www.nn.k12.in.us,-87.3060398,41.1489041,41.1489041+-87.3060398,p
6411,North Newton Jr-Sr High School,NA,Kathryn,Heintz,kheintz@nn.k12.in.us,1641 W 250 N,Morocco,IN,47963,Newton,(219) 285-2252,(219) 285-2881,07,12,http://www.nn.k12.in.us,-87.4249347,41.0345175,41.0345175+-87.4249347,p
6417,South Newton Senior High School,NA,Josef,Keller,kellerj@newton.k12.in.us,13102 S 50 E,Kentland,IN,47951,Newton,(219) 474-5167,(219) 474-6592,09,12,http://www.newton.k12.in.us/hsindex.html,-87.38433119999999,40.8079239,40.8079239+-87.3843312,p
6431,South Newton Elementary School,NA,Amber,Dargo,dargoa@newton.k12.in.us,13188 S 50 E,Kentland,IN,47951,Newton,(219) 474-5167,(219) 474-3621,PK,05,http://www.newton.k12.in.us/eleindex.html,-87.3853381,40.8066104,40.8066104+-87.3853381,p
6433,South Newton Middle School,NA,Tansey,Mulligan,MulliganT@newton.k12.in.us,13100 S 50 E,Kentland,IN,47951,Newton,(219) 474-5167,(219) 474-3624,06,08,http://www.newton.k12.in.us/msindex.html,-87.384407,40.807602,40.807602+-87.384407,p
6442,Central Noble Primary School,NA,Vickie,Knepper,knepperv@centralnoble.k12.in.us,1283 S Main St,Wolf Lake,IN,46796,Noble,(260) 635-2432,(260) 635-2372,KG,02,http://www.centralnoble.k12.in.us/wl,-85.49653479999999,41.3357825,41.3357825+-85.4965348,p
6453,Central Noble Junior Senior HS,NA,Shawn,Hoover,hoovers@centralnoble.k12.in.us,302 Cougar Ct,Albion,IN,46701,Noble,(260) 636-2117,(260) 636-2461,06,12,http://www.centralnoble.k12.in.us/hs/index.htm,-85.41856299999999,41.398205,41.398205+-85.418563,p
6454,Central Noble Elementary School,NA,Vickie,Knepper,knepperv@centralnoble.k12.in.us,202 Cougar Ct,Albion,IN,46701,Noble,(260) 636-7538,(260) 636-7740,03,05,http://www.centralnoble.k12.in.us/ae,-85.4182917,41.3969325,41.3969325+-85.4182917,p
6457,Avilla Elementary School,NA,Jeffery,Harper,jharper@eastnoble.net,200 W Washington St,Avilla,IN,46710,Noble,(260) 897-2301,(260) 897-3729,PK,05,http://av.eastnoble.net,-85.2397398,41.3644624,41.3644624+-85.2397398,p
6458,East Noble High School,NA,Kathryn,Longenbaugh,klongenbaugh@eastnoble.net,901 Garden St,Kendallville,IN,46755,Noble,(260) 347-2032,(260) 347-2362,09,12,http://hs.eastnoble.net/,-85.2572089,41.4351523,41.4351523+-85.2572089,p
6461,East Noble Middle School,NA,Andrew,Deming,ademing@eastnoble.net,415 Drake Rd,Kendallville,IN,46755,Noble,(260) 347-0100,(260) 347-7168,06,08,http://ms.eastnoble.net,-85.27234299999999,41.436286,41.436286+-85.272343,p
6465,Rome City Elementary School,NA,Heather,Green,hgreen@eastnoble.net,400 W Jefferson St,Rome City,IN,46784,Noble,(260) 854-3241,(260) 854-9404,PK,05,http://rc.eastnoble.net/,-85.3812727,41.4947958,41.4947958+-85.3812727,p
6477,North Side Elementary School,NA,Stephanie,Leasure,sleasure@eastnoble.net,302 E Harding St,Kendallville,IN,46755,Noble,(260) 347-1354,(260) 347-3319,PK,05,http://ns.eastnoble.net,-85.26149439999999,41.4492964,41.4492964+-85.2614944,p
6478,South Side Elementary School,NA,Faith,Erexson,ferexson@eastnoble.net,1350 S Sherman St,Kendallville,IN,46755,Noble,(260) 349-2200,(260) 349-2210,PK,05,http://ss.eastnoble.net,-85.2551873,41.4293717,41.4293717+-85.2551873,p
6485,Wayne Center Elem School,NA,Jaime,Carroll,jcarroll@eastnoble.net,1231 E Appleman Rd,Kendallville,IN,46755,Noble,(260) 347-2548,(260) 347-7172,PK,05,http://wc.eastnoble.net,-85.2457192,41.46797189999999,41.4679719+-85.2457192,p
6489,West Noble High School,NA,Amanda,Nine,ninea@westnoble.k12.in.us,5094 N US 33,Ligonier,IN,46767,Noble,(260) 894-3191,(260) 894-4708,09,12,https://westnoble.k12.in.us,-85.5808959,41.4254052,41.4254052+-85.5808959,p
6491,West Noble Primary School,NA,Brian,Shepherd,shepherdb@westnoble.k12.in.us,500 W Union St,Ligonier,IN,46767,Noble,(260) 894-3191,(260) 894-3189,PK,01,https://westnoble.k12.in.us,-85.5931234,41.4607401,41.4607401+-85.5931234,p
6509,West Noble Middle School,NA,Ashley,Bradley,bradleya@westnoble.k12.in.us,5194 N US 33,Ligonier,IN,46767,Noble,(260) 894-3191,(260) 894-4703,05,08,https://westnoble.k12.in.us,-85.58379099999999,41.42895499999999,41.428955+-85.583791,p
6510,West Noble Elementary School,NA,Mark,Yoder,yoderm@westnoble.k12.in.us,5294 N US 33,Ligonier,IN,46767,Noble,(260) 894-3191,(260) 894-3199,02,04,https://westnoble.k12.in.us,-85.5814967,41.4311577,41.4311577+-85.5814967,p
6511,Ohio County Elementary School,OCEMS Prin,Teresa,George,tgeorge@risingsun.k12.in.us,436 S Mulberry St,Rising Sun,IN,47040,Ohio,(812) 438-2626,(812) 438-2456,PK,05,http://www.risingsunschools.com/,-84.86086519999999,38.94729299999999,38.947293+-84.8608652,p
6512,Ohio County Middle School,OCEMS Prin,Teresa,George,tgeorge@risingsun.k12.in.us,436 S Mulberry St,Rising Sun,IN,47040,Ohio,(812) 438-2626,(812) 438-2456,06,08,http://www.risingsunschools.com/,-84.86086519999999,38.94729299999999,38.947293+-84.8608652,p
6513,Rising Sun High School,NA,Noel,Bostic,nbostic@risingsun.k12.in.us,120 S Henrietta St,Rising Sun,IN,47040,Ohio,(812) 438-2652,(812) 438-2431,09,12,http://www.risingsunschools.com/,-84.8588927,38.9505946,38.9505946+-84.8588927,p
6573,Orleans Jr-Sr High School,NA,Daniel,Wolford,dwolford@orleans.k12.in.us,200 W Wilson,Orleans,IN,47452,Orange,(812) 865-2688,(812) 865-3532,07,12,http://www.orleans.k12.in.us,-86.45446720000001,38.6678738,38.6678738+-86.4544672,p
6577,Orleans Elementary School,NA,Joni,Lawyer,jlawyer@orleans.k12.in.us,637 E Washington St,Orleans,IN,47452,Orange,(812) 865-2688,(812) 865-3844,PK,06,http://orleans.k12.in.US,-86.4460098,38.660828,38.660828+-86.4460098,p
1063,Lost River Career Cooperative,NA,Kevin,Knies,kknies@lrcc.k12.in.us,"600 Elm Street, Suite 1",Paoli,IN,47454,Orange,(812) 723-4818,(812) 723-4822,VO,ED,http://www.lostrivercareercoop.com/,-86.476964,38.54847,38.54847+-86.476964,p
6581,Paoli Jr & Sr High School,NA,Edward,Wagner,wagnere@paoli.k12.in.us,501 Elm St,Paoli,IN,47454,Orange,(812) 723-3905,(812) 723-4459,07,12,http://www.paoli.k12.in.us/,-86.47770299999999,38.5513429,38.5513429+-86.477703,p
6587,Throop Elementary School,NA,Stephany,Carr,carrs@paoli.k12.in.us,301 Elm St,Paoli,IN,47454,Orange,(812) 723-3537,(812) 723-0384,KG,06,http://www.paoli.k12.in.us/,-86.47769799999999,38.5528025,38.5528025+-86.477698,p
6589,Springs Valley Comm High School,NA,Kyle,Neukam,kneukam@svalley.k12.in.us,326 S Larry Bird Blvd,French Lick,IN,47432,Orange,(812) 936-9984,(812) 936-9266,06,12,http://svhs.svalley.k12.in.us,-86.61587150000001,38.5504533,38.5504533+-86.6158715,p
6591,Springs Valley Elementary School,NA,Renee,Childress,rchildress@svalley.k12.in.us,356 S Larry Bird Blvd,French Lick,IN,47432,Orange,(812) 936-4820,(812) 936-9788,KG,05,http://sves.svalley.k12.in.us,-86.6162648,38.548969,38.548969+-86.6162648,p
6597,Owen Valley Middle School,NA,Lisa,Eldridge,leldridge@socs.k12.in.us,626 W St Hwy 46,Spencer,IN,47460,Owen,(812) 829-2249,(812) 829-6635,07,08,http://www.socs.k12.in.us/,-86.7825144,39.2891171,39.2891171+-86.7825144,p
6601,Patricksburg Elementary School,NA,Michael,Robison,mrobison@socs.k12.in.us,Hwy 246,Patricksburg,IN,47455,Owen,(812) 859-4525,(812) 859-4535,KG,06,http://www.socs.k12.in.us/,-86.9534804,39.3109932,39.3109932+-86.9534804,p
6605,Gosport Elementary School,NA,Carol,Watson,carolwatson@socs.k12.in.us,9th St,Gosport,IN,47433,Owen,(812) 879-4694,(812) 879-4032,PK,06,http://www.socs.k12.in.us/,-86.6695886,39.3506143,39.3506143+-86.6695886,p
6613,Owen Valley Community High School,NA,Robert,Boltinghouse,rboltinghouse@socs.k12.in.us,622 W SR 46,Spencer,IN,47460,Owen,(812) 829-2266,(812) 829-6605,09,12,http://www.socs.k12.in.us/,-86.7816953,39.2884557,39.2884557+-86.7816953,p
6617,Spencer Elementary School,NA,Brittany,Greene,brgreene@socs.k12.in.us,151 Hillside Ave,Spencer,IN,47460,Owen,(812) 829-2253,(812) 829-6629,PK,06,http://www.socs.k12.in.us/,-86.76432539999999,39.2899111,39.2899111+-86.7643254,p
6619,McCormick's Creek Elementary Sch,NA,Matthew,Cazzell,mcazzell@socs.k12.in.us,1601 Flatwoods Rd,Spencer,IN,47460,Owen,(812) 828-6000,(812) 828-6010,KG,06,http://www.socs.k12.in.us/,-86.7047693,39.2658968,39.2658968+-86.7047693,p
6621,Rosedale Elementary School,NA,Abby,Cleghorn,cleghorna@swparke.k12.in.us,613 E Central,Rosedale,IN,47874,Parke,(765) 548-2454,(765) 548-2608,PK,06,http://www.swparke.k12.in.us/rosedale/index.htm,-87.2760696,39.6197687,39.6197687+-87.2760696,p
6627,Riverton Parke Jr-Sr High School,NA,James,Kersey,kerseyk@swparke.k12.in.us,4907 S Coxville Rd,Montezuma,IN,47862,Parke,(765) 569-2045,(765) 569-2047,07,12,http://www.swparke.k12.in.us/riverton/rp.html,-87.3219565,39.6976051,39.6976051+-87.3219565,p
6629,Montezuma Elementary School,NA,Bryan,Emmert,emmertb@swparke.k12.in.us,459 E Strawberry Rd,Montezuma,IN,47862,Parke,(765) 245-2303,(765) 245-2354,PK,06,http://www.swparke.k12.in.us/mont/index.htm,-87.3673865,39.7905718,39.7905718+-87.3673865,p
6705,Perry Central Elementary School,NA,Jennifer,Mitchell,jmitchell@pccommodores.org,18677 Old SR 37,Leopold,IN,47551,Perry,(812) 843-5122,(812) 843-5242,PK,06,http://www.pccs.k12.in.us,-86.638032,38.079649,38.079649+-86.638032,p
6708,Perry Central Jr-Sr High School,NA,Jody,French,jfrench@pccommodores.org,18677 Old SR 37,Leopold,IN,47551,Perry,(812) 843-5121,(812) 843-4198,07,12,http://www.pccs.k12.in.us,-86.638032,38.079649,38.079649+-86.638032,p
6733,Cannelton Elementary & High School,NA,Brian,Garrett,brian.garrett@cannelton.k12.in.us,109 S 3rd Street,Cannelton,IN,47520,Perry,(812) 547-3296,(812) 547-4142,PK,12,http://www.cannelton.k12.in.us,-86.7438865,37.9102913,37.9102913+-86.7438865,p
6741,Tell City Jr-Sr High School,NA,Thomas,Ramsey,brad.ramsey@tellcity.k12.in.us,900 12th St,Tell City,IN,47586,Perry,(812) 547-3131,(812) 547-9705,07,12,http://www.tellcity.k12.in.us/1/Home,-86.76347690000001,37.9544498,37.9544498+-86.7634769,p
6745,William Tell Elementary School,NA,Laura,Noble,laura.noble@tellcity.k12.in.us,1235 31st St,Tell City,IN,47586,Perry,(812) 547-9727,(812) 547-9746,PK,06,http://www.tellcity.k12.in.us/elem/index.htm,-86.740223,37.9594329,37.9594329+-86.740223,p
6645,Rockville Elementary School,NA,Kristin,Robinson,bonomok@ncp.k12.in.us,406 W Elm St,Rockville,IN,47872,Parke,(765) 569-5363,(765) 569-5181,PK,05,http://www.rockville.k12.in.us,-87.23244199999999,39.765046,39.765046+-87.232442,p
6647,Turkey Run Elementary School,NA,Jennifer,Benjamin,benjaminj@ncp.k12.in.us,1551 E SR 47,Marshall,IN,47859,Parke,(765) 597-2760,(765) 597-2813,PK,05,http://www.tr.k12.in.us,-87.1153093,39.8747174,39.8747174+-87.1153093,p
6652,Parke Heritage Middle School,NA,Lisa,Wrightsman,wrightsmanl@ncp.k12.in.us,"1551 E SR 47,",Marshall,IN,47859,Parke,(765) 597-2700,(765) 597-4202,06,08,https://www.ncp.k12.in.us,-87.1153093,39.8747174,39.8747174+-87.1153093,p
6654,Parke Heritage High School,NA,Bruce,Patton,pattonb@ncp.k12.in.us,"506 N Beadle St,",Rockville,IN,47872,Parke,(765) 569-5363,(765) 569-1047,09,12,https://www.ncp.k12.in.us,-87.2333753,39.7686071,39.7686071+-87.2333753,p
6763,Pike Central High School,NA,Daniel,Gaffney,dangaffney@pcsc.k12.in.us,1810 E SR 56,Petersburg,IN,47567,Pike,(812) 354-8478,(812) 789-2992,09,12,http://www.pcsc.k12.in.us,-87.2434851,38.4339597,38.4339597+-87.2434851,p
6768,Pike Central Middle School,NA,Mindy,Hill-Keeker,mkeeker@pcsc.k12.in.us,1814 E SR 56,Petersburg,IN,47567,Pike,(812) 354-8478,(812) 354-9559,06,08,http://www.pcsc.k12.in.us,-87.24352700000001,38.4331802,38.4331802+-87.243527,p
6808,Winslow Elementary School,NA,Aaron,Meyer,ameyer@pcsc.k12.in.us,301 E Porter St,Winslow,IN,47598,Pike,(812) 789-2209,(812) 789-2795,PK,05,http://www.pcsc.k12.in.us,-87.2126045,38.3856595,38.3856595+-87.2126045,p
6809,Petersburg Elementary School,NA,Rick,King,rking@pcsc.k12.in.us,1415 E Alford St,Petersburg,IN,47567,Pike,(812) 354-6876,(812) 354-8718,PK,05,http://pcsc.k12.in.us/petersburg,-87.2427865,38.4904246,38.4904246+-87.2427865,p
6810,Porter County Career Center,NA,Jon,Groth,NA,1005 N Franklin St.,Valparaiso,IN,46383,Porter,(219) 464-9607,NA,06,12,NA,-87.0601624,41.477503,41.477503+-87.0601624,p
6811,Porter County Education Services,NA,Vida,Choucalas,vchoucalas@pces.k12.in.us,750 Ransom Rd,Valparaiso,IN,46385,Porter,(219) 464-9607,(219) 462-0867,KG,12,http://www.pces.k12.in.us/,-87.0695511,41.5010116,41.5010116+-87.0695511,p
6813,Hebron High School,NA,Aaron,Owney,owneya@hebronschools.k12.in.us,509 S Main St,Hebron,IN,46341,Porter,(219) 996-4771,(219) 996-5777,09,12,http://www.hebronschools.k12.in.us,-87.195814,41.3140862,41.3140862+-87.195814,p
6814,Hebron Middle School,NA,Matthew,Beahm,beahmm@hebronschools.k12.in.us,307 S Main St,Hebron,IN,46341,Porter,(219) 996-4771,(219) 996-5777,06,08,http://www.hebronschools.k12.in.us,-87.1977404,41.31646300000001,41.316463+-87.1977404,p
6815,Hebron Elementary School,NA,Timothy,Prikkel,prikkelt@hebronschools.k12.in.us,307 S Main St,Hebron,IN,46341,Porter,(219) 996-4771,(219) 996-5777,KG,05,http://www.hebronschools.k12.in.us,-87.1977404,41.31646300000001,41.316463+-87.1977404,p
6817,Jackson Elementary School,NA,SAMUEL,MARSHALL,smarshall@duneland.k12.in.us,811 N 400 E,Valparaiso,IN,46383,Porter,(219) 983-3680,(219) 983-3689,KG,04,http://www.duneland.k12.in.us/jackson,-86.98186199999999,41.5510758,41.5510758+-86.981862,p
6819,Brummitt Elementary School,NA,ANTONINO,CAMMARATA,ncammarata@duneland.k12.in.us,2500 Indian Boundary,Chesterton,IN,46304,Porter,(219) 983-3660,(219) 983-3669,KG,04,http://www.duneland.k12.in.us/brummitt,-87.01887699999999,41.61613699999999,41.616137+-87.018877,p
6821,Liberty Intermediate School,NA,KELLY,HARDWICKE,khardwicke@duneland.k12.in.us,50 W 900 N,Chesterton,IN,46304,Porter,(219) 983-3690,(219) 983-3709,05,06,http://www.duneland.k12.in.us/lis,-87.0760061,41.5633454,41.5633454+-87.0760061,p
6823,Liberty Elementary School,NA,HEIDI,HENNIGAR,hhennigar@duneland.k12.in.us,50-1 W 900 N,Chesterton,IN,46304,Porter,(219) 983-3650,(219) 983-3659,KG,04,http://www.duneland.k12.in.us/Domain/11,-87.0767864,41.5622737,41.5622737+-87.0767864,p
6925,Chesterton Senior High School,NA,BRENT,MARTINSON,brmartinson@duneland.k12.in.us,2125 S 11th St,Chesterton,IN,46304,Porter,(219) 983-3730,(219) 983-3775,09,12,http://www.duneland.k12.in.us/chs/chs,-87.0646117,41.5890906,41.5890906+-87.0646117,p
6926,Trojan Virtual Academy,NA,Christina,Jarka,cjarka@duneland.k12.in.us,601 W Morgan Ave,Chesterton,IN,46304,Porter,(219) 983-3743,(219) 983-3614,KG,12,NA,-87.059963,41.6087847,41.6087847+-87.059963,p
6927,Westchester Intermediate School,NA,SHAWN,LONGACRE,slongacre@duneland.k12.in.us,1050 S 5th St,Chesterton,IN,46304,Porter,(219) 983-3710,(219) 983-3729,05,06,http://www.duneland.k12.in.us/wis,-87.0610292,41.5991417,41.5991417+-87.0610292,p
6928,Bailly Elementary School,NA,CAREY,STORM,cstorm@duneland.k12.in.us,800 S 5th St,Chesterton,IN,46304,Porter,(219) 983-3670,(219) 983-3679,KG,04,http://www.duneland.k12.in.us/bailly,-87.0566981,41.6029434,41.6029434+-87.0566981,p
6930,Chesterton Middle School,NA,MICHAEL,HAMACHER,mhamacher@duneland.k12.in.us,651 W Morgan Ave,Chesterton,IN,46304,Porter,(219) 983-3776,(219) 983-3798,07,08,http://www.duneland.k12.in.us/cms,-87.0607088,41.6087818,41.6087818+-87.0607088,p
6941,Newton Yost Elementary School,NA,JOSHUA,HUWIG,jhuwig@duneland.k12.in.us,100 W Beam St,Porter,IN,46304,Porter,(219) 983-3640,(219) 983-3649,KG,04,http://www.duneland.k12.in.us/yost,-87.0782814,41.6177234,41.6177234+-87.0782814,p
6825,Morgan Township Middle/High School,NA,Wesley,Bucher,wes.bucher@eastporter.k12.in.us,299 S SR 49,Valparaiso,IN,46383,Porter,(219) 462-5883,(219) 462-4014,06,12,https://www.eastporter.k12.in.us/schools/mmhs/,-87.0608794,41.4600729,41.4600729+-87.0608794,p
6828,Morgan Township Elementary School,NA,Jessica,Niebel,jessica.niebel@eastporter.k12.in.us,299 S SR 49,Valparaiso,IN,46383,Porter,(219) 462-5883,(219) 462-4014,KG,05,https://www.eastporter.k12.in.us/schools/mes/,-87.0608794,41.4600729,41.4600729+-87.0608794,p
6833,Kouts Middle/High School,NA,James,Polite,jim.polite@eastporter.k12.in.us,302 E College Ave,Kouts,IN,46347,Porter,(219) 766-2231,(219) 766-3763,06,12,https://www.eastporter.k12.in.us/schools/kmhs/,-87.0218192,41.3133119,41.3133119+-87.0218192,p
6835,Kouts Elementary School,NA,Teresa,Detering,teri.detering@eastporter.k12.in.us,302 E College Ave,Kouts,IN,46347,Porter,(219) 766-2231,(219) 766-3763,KG,05,https://www.eastporter.k12.in.us/schools/kes/,-87.0218192,41.3133119,41.3133119+-87.0218192,p
6849,Washington Twp Middle/High School,NA,Christopher,Fields,chris.fields@eastporter.k12.in.us,381 E SR 2,Valparaiso,IN,46383,Porter,(219) 464-3598,(219) 462-3372,06,12,https://www.eastporter.k12.in.us/schools/wmhs/,-86.99454639999999,41.4844011,41.4844011+-86.9945464,p
6852,Washington Twp Elementary School,NA,Nathan,Kaufman,nathan.kaufman@eastporter.k12.in.us,383 E SR 2,Valparaiso,IN,46383,Porter,(219) 464-3598,(219) 465-1753,KG,05,https://www.eastporter.k12.in.us/schools/wes/,-86.9922794,41.4847324,41.4847324+-86.9922794,p
6837,Boone Grove Elementary School,NA,Edward,Ivanyo,edward.ivanyo@ptsc.k12.in.us,325 W 550 S,Boone Grove,IN,46302,Porter,(219) 462-1032,(219) 476-4376,04,05,http://www.ptsc.k12.in.us/bge/,-87.12856049999999,41.3551347,41.3551347+-87.1285605,p
6838,Boone Grove High School,NA,Paul,Corman,clay.corman@ptsc.k12.in.us,260 S 500 W,Valparaiso,IN,46385,Porter,(219) 476-3455,(219) 306-8659,09,12,http://www.ptsc.k12.in.us/hsoffice/,-87.1658174,41.395982,41.395982+-87.1658174,p
6839,Boone Grove Middle School,NA,Jessica,Wotherspoon,jessica.wotherspoon@ptsc.k12.in.us,325 W 550 S,Boone Grove,IN,46302,Porter,(219) 464-4828,(219) 465-0999,06,08,http://www.ptsc.k12.in.us/bgms/,-87.12856049999999,41.3551347,41.3551347+-87.1285605,p
6840,Porter Lakes Elementary School,NA,Kevin,Donnell,kevin.donnell@ptsc.k12.in.us,208 S 725 W,Hebron,IN,46341,Porter,(219) 476-3455,(219) 306-8636,PK,03,http://www.ptsc.k12.in.us/ple/,-87.2015536,41.3165685,41.3165685+-87.2015536,p
6841,Wheeler High School,NA,Daniel,Klimczak,dklimczak@union.k12.in.us,587 W 300 N,Valparaiso,IN,46385,Porter,(219) 759-2561,(219) 759-5602,09,12,http://www.union.k12.in.us/Whs/HOME1.html,-87.17921369999999,41.4792721,NA,p
6843,Union Township Middle School,NA,Gerald,Hale,jhale@union.k12.in.us,599 W 300 N,Valparaiso,IN,46385,Porter,(219) 759-2562,(219) 759-4359,06,08,http://www.union.k12.in.us/utms/new%20web%20page/index.html,-87.1802608,41.4788016,NA,p
6845,Union Center Elementary School,NA,Christopher,Gabriel,cgabriel@union.k12.in.us,272 N 600 W,Valparaiso,IN,46385,Porter,(219) 759-2544,(219) 759-6360,KG,05,http://www.union.k12.in.us/UCE/NEW%20WEB%20PAGE%20uce/indexuce1.htm.html,-87.1831247,41.4736792,41.4736792+-87.1831247,p
6846,John Simatovich Elementary School,NA,Kristen,Hankins,khankins@union.k12.in.us,424 W 500 N,Valparaiso,IN,46385,Porter,(219) 759-2508,(219) 759-6634,KG,05,http://www.union.k12.in.us/Jse/index.html,-87.14859030000001,41.5064341,41.5064341+-87.1485903,p
6853,Portage High School,NA,Michael,Stills,michael.stills@portage.k12.in.us,6450 US Hwy 6,Portage,IN,46368,Porter,(219) 764-6026,(219) 764-6062,09,12,http://phs.portage.k12.in.us/,-87.1686052,41.5533253,41.5533253+-87.1686052,p
6857,Wallace Aylesworth Elementary,NA,Taria,Taylor,taria.taylor@portage.k12.in.us,5910 Central Ave,Portage,IN,46368,Porter,(219) 763-8010,(219) 764-6363,KG,05,http://ay.portage.k12.in.us/,-87.186453,41.5766175,41.5766175+-87.186453,p
6859,William Fegely Middle School,NA,Ann Marie,Caballero,annmarie.caballero@portage.k12.in.us,5384 Stone Ave,Portage,IN,46368,Porter,(219) 763-8150,(219) 763-8157,06,08,http://fe.portage.k12.in.us/,-87.2067963,41.5663401,41.5663401+-87.2067963,p
6861,Crisman Elementary School,NA,Scott,Hufford,scott.hufford@portage.k12.in.us,6161 Old Porter Rd,Portage,IN,46368,Porter,(219) 763-8020,(219) 764-6592,KG,05,http://cr.portage.k12.in.us/,-87.17795799999999,41.5933324,41.5933324+-87.177958,p
6865,Central Elementary School,NA,Sugey,Soler,sue.soler@portage.k12.in.us,2825 Russell St,Portage,IN,46368,Porter,(219) 763-8015,(219) 764-6542,KG,05,http://ce.portage.k12.in.us/,-87.1886684,41.5701332,41.5701332+-87.1886684,p
6869,Ethel R Jones Elementary School,NA,Jenna,Blech-Klein,jenna.klein@portage.k12.in.us,2374 McCool Rd,Portage,IN,46368,Porter,(219) 763-8025,(219) 764-6642,KG,05,http://jo.portage.k12.in.us/,-87.14486099999999,41.5835458,41.5835458+-87.144861,p
6871,Willowcreek Middle School,NA,Patrick,Mills,patrick.mills@portage.k12.in.us,5962 Central Ave,Portage,IN,46368,Porter,(219) 763-8090,(219) 763-8069,06,08,http://wc.portage.k12.in.us/,-87.18419519999999,41.577264,41.577264+-87.1841952,p
6874,Rowena Kyle Elementary School,NA,Michael,Sopko,michael.sopko@portage.k12.in.us,2701 Hamstrom Rd,Portage,IN,46368,Porter,(219) 763-8030,(219) 764-6692,KG,05,http://ky.portage.k12.in.us/,-87.16729029999999,41.5735017,41.5735017+-87.1672903,p
6876,Paul Saylor Elementary School,NA,Michelle,Hellwege,michelle.hellwege@portage.k12.in.us,331 Midway,Valparaiso,IN,46383,Porter,(219) 763-8040,(219) 764-6792,KG,05,http://sa.portage.k12.in.us/,-87.1297463,41.5427824,41.5427824+-87.1297463,p
6877,George L Myers Elementary School,NA,Jon,Evers,jon.evers@portage.k12.in.us,3100 Willowdale,Portage,IN,46368,Porter,(219) 763-8035,(219) 764-6742,KG,05,http://my.portage.k12.in.us/,-87.20326639999999,41.5626813,41.5626813+-87.2032664,p
6879,South Haven Elementary School,NA,David,Lesich,david.lesich@portage.k12.in.us,395 W Midway Dr,Valparaiso,IN,46383,Porter,(219) 763-8045,(219) 764-6842,KG,05,http://sh.portage.k12.in.us/,-87.14201,41.5436905,41.5435522+-87.1418999,p
6881,Valparaiso High School,NA,Veronica,Tobon,vtobon@valpo.k12.in.us,2727 N Campbell St,Valparaiso,IN,46385,Porter,(219) 531-3070,(219) 531-3076,09,12,http://www.valpo.k12.in.us/vhs/index.html,-87.06773369999999,41.4930768,41.4930768+-87.0677337,p
6885,Benjamin Franklin Middle School,NA,Jeanne,Sienkowski,jsienkowski@valpo.k12.in.us,605 Campbell,Valparaiso,IN,46385,Porter,(219) 531-3020,(219) 531-3026,06,08,http://www.valpo.k12.in.us/bfms/index.php,-87.0673825,41.4732747,41.4732747+-87.0673825,p
6887,Thomas Jefferson Middle School,NA,Mark,Maudlin,mmaudlin@valpo.k12.in.us,1600 Roosevelt Rd,Valparaiso,IN,46383,Porter,(219) 531-3140,(219) 531-3146,06,08,http://www.valpo.k12.in.us/tjms/index.php,-87.04540659999999,41.48267,41.48267+-87.0454066,p
